#REF	ALT	Missing	Total
225	3	0	228
119	109	0	228
167	61	0	228
225	3	0	228
88	140	0	228
219	9	0	228
215	7	6	228
208	20	0	228
221	7	0	228
222	2	4	228
62	158	8	228
206	12	10	228
210	12	6	228
150	78	0	228
174	50	4	228
63	153	12	228
212	14	2	228
197	29	2	228
221	7	0	228
223	3	2	228
223	3	2	228
127	95	6	228
206	22	0	228
186	36	6	228
175	53	0	228
226	2	0	228
22	206	0	228
20	202	6	228
166	60	2	228
112	116	0	228
152	76	0	228
217	5	6	228
213	5	10	228
220	2	6	228
58	162	8	228
213	15	0	228
223	3	2	228
208	18	2	228
224	4	0	228
187	39	2	228
95	133	0	228
224	2	2	228
221	7	0	228
219	7	2	228
79	147	2	228
92	136	0	228
112	114	2	228
164	64	0	228
212	8	8	228
179	49	0	228
61	155	12	228
213	3	12	228
226	2	0	228
226	2	0	228
86	142	0	228
226	2	0	228
7	221	0	228
52	174	2	228
139	89	0	228
68	160	0	228
185	39	4	228
203	25	0	228
127	91	10	228
192	34	2	228
215	13	0	228
222	6	0	228
37	191	0	228
224	4	0	228
221	7	0	228
113	109	6	228
221	7	0	228
220	8	0	228
222	6	0	228
210	10	8	228
176	50	2	228
226	2	0	228
170	58	0	228
211	5	12	228
213	3	12	228
205	19	4	228
219	7	2	228
224	4	0	228
215	5	8	228
211	17	0	228
214	2	12	228
161	67	0	228
153	75	0	228
158	68	2	228
137	89	2	228
145	83	0	228
143	83	2	228
191	37	0	228
159	59	10	228
220	2	6	228
53	175	0	228
220	2	6	228
214	14	0	228
200	28	0	228
218	6	4	228
208	14	6	228
210	12	6	228
110	118	0	228
183	45	0	228
224	2	2	228
57	171	0	228
68	160	0	228
221	3	4	228
196	24	8	228
217	5	6	228
53	171	4	228
167	51	10	228
125	103	0	228
79	149	0	228
226	2	0	228
220	8	0	228
213	3	12	228
221	3	4	228
218	2	8	228
224	4	0	228
211	5	12	228
191	25	12	228
166	62	0	228
193	33	2	228
220	6	2	228
175	53	0	228
225	3	0	228
160	64	4	228
119	109	0	228
214	14	0	228
225	3	0	228
219	9	0	228
218	10	0	228
130	96	2	228
70	146	12	228
199	29	0	228
147	79	2	228
61	161	6	228
226	2	0	228
71	157	0	228
221	5	2	228
215	9	4	228
142	80	6	228
173	55	0	228
199	21	8	228
214	2	12	228
170	56	2	228
223	5	0	228
220	8	0	228
11	217	0	228
191	33	4	228
113	113	2	228
218	10	0	228
20	204	4	228
131	93	4	228
216	12	0	228
55	173	0	228
218	2	8	228
177	41	10	228
137	91	0	228
57	171	0	228
215	11	2	228
14	210	4	228
219	9	0	228
20	196	12	228
224	2	2	228
213	15	0	228
79	145	4	228
166	58	4	228
166	58	4	228
165	55	8	228
75	151	2	228
215	3	10	228
189	39	0	228
11	217	0	228
125	91	12	228
219	3	6	228
221	5	2	228
128	100	0	228
46	182	0	228
223	3	2	228
211	13	4	228
76	150	2	228
208	10	10	228
216	12	0	228
199	17	12	228
207	21	0	228
215	13	0	228
111	115	2	228
141	77	10	228
81	145	2	228
13	215	0	228
217	5	6	228
96	124	8	228
3	223	2	228
8	210	10	228
8	210	10	228
207	19	2	228
179	39	10	228
220	8	0	228
220	8	0	228
224	4	0	228
19	209	0	228
168	60	0	228
202	20	6	228
47	179	2	228
216	8	4	228
206	14	8	228
193	27	8	228
50	176	2	228
182	42	4	228
84	144	0	228
211	15	2	228
70	158	0	228
219	7	2	228
210	10	8	228
134	92	2	228
187	39	2	228
205	11	12	228
105	121	2	228
204	24	0	228
45	179	4	228
216	6	6	228
217	11	0	228
59	163	6	228
218	8	2	228
213	3	12	228
211	5	12	228
178	50	0	228
177	49	2	228
212	8	8	228
225	3	0	228
83	145	0	228
145	83	0	228
218	10	0	228
215	9	4	228
145	77	6	228
226	2	0	228
17	201	10	228
119	109	0	228
94	134	0	228
189	39	0	228
116	108	4	228
204	20	4	228
183	41	4	228
222	2	4	228
224	4	0	228
206	22	0	228
179	43	6	228
51	173	4	228
208	20	0	228
181	47	0	228
166	52	10	228
222	4	2	228
34	192	2	228
161	65	2	228
188	40	0	228
169	59	0	228
126	94	8	228
80	136	12	228
102	114	12	228
217	3	8	228
174	54	0	228
216	12	0	228
217	3	8	228
118	108	2	228
211	5	12	228
137	79	12	228
211	7	10	228
2	226	0	228
222	6	0	228
226	2	0	228
211	7	10	228
59	157	12	228
215	13	0	228
221	7	0	228
135	87	6	228
218	2	8	228
148	80	0	228
213	13	2	228
111	115	2	228
21	207	0	228
151	77	0	228
12	216	0	228
223	3	2	228
214	8	6	228
70	158	0	228
202	26	0	228
147	75	6	228
89	131	8	228
97	129	2	228
135	93	0	228
142	82	4	228
153	75	0	228
144	76	8	228
161	67	0	228
219	5	4	228
60	168	0	228
210	10	8	228
131	97	0	228
226	2	0	228
23	205	0	228
215	7	6	228
212	14	2	228
224	2	2	228
180	48	0	228
142	84	2	228
49	177	2	228
219	9	0	228
113	115	0	228
212	16	0	228
220	4	4	228
175	53	0	228
219	9	0	228
201	27	0	228
213	13	2	228
220	2	6	228
187	41	0	228
226	2	0	228
156	70	2	228
99	129	0	228
211	7	10	228
169	47	12	228
196	30	2	228
127	101	0	228
15	213	0	228
216	12	0	228
218	2	8	228
89	137	2	228
72	156	0	228
142	84	2	228
12	216	0	228
127	101	0	228
5	215	8	228
216	10	2	228
214	2	12	228
223	5	0	228
218	10	0	228
223	3	2	228
220	2	6	228
224	4	0	228
225	3	0	228
224	2	2	228
222	6	0	228
24	204	0	228
77	151	0	228
214	6	8	228
19	209	0	228
183	41	4	228
99	129	0	228
196	32	0	228
130	92	6	228
224	4	0	228
41	187	0	228
118	110	0	228
149	79	0	228
224	4	0	228
87	137	4	228
216	2	10	228
208	12	8	228
116	106	6	228
221	5	2	228
155	73	0	228
216	12	0	228
212	4	12	228
226	2	0	228
188	40	0	228
226	2	0	228
146	78	4	228
140	86	2	228
219	5	4	228
203	15	10	228
109	107	12	228
217	5	6	228
50	178	0	228
60	158	10	228
137	89	2	228
209	11	8	228
216	12	0	228
106	122	0	228
223	5	0	228
209	13	6	228
224	2	2	228
213	15	0	228
224	4	0	228
218	10	0	228
216	4	8	228
179	49	0	228
216	12	0	228
93	135	0	228
221	7	0	228
192	36	0	228
219	9	0	228
146	82	0	228
89	127	12	228
5	223	0	228
121	99	8	228
151	77	0	228
182	46	0	228
222	6	0	228
193	27	8	228
200	28	0	228
82	146	0	228
203	19	6	228
131	93	4	228
171	47	10	228
105	123	0	228
217	11	0	228
129	99	0	228
186	32	10	228
22	204	2	228
20	208	0	228
216	12	0	228
176	48	4	228
166	62	0	228
216	12	0	228
221	3	4	228
188	40	0	228
207	21	0	228
121	107	0	228
145	83	0	228
107	111	10	228
94	122	12	228
110	118	0	228
142	86	0	228
152	70	6	228
226	2	0	228
165	63	0	228
143	83	2	228
129	95	4	228
181	47	0	228
163	65	0	228
182	44	2	228
213	3	12	228
226	2	0	228
162	66	0	228
219	5	4	228
219	7	2	228
203	25	0	228
218	8	2	228
36	192	0	228
220	8	0	228
193	35	0	228
225	3	0	228
215	3	10	228
191	37	0	228
14	208	6	228
220	2	6	228
220	8	0	228
219	3	6	228
130	98	0	228
151	77	0	228
211	17	0	228
70	158	0	228
211	15	2	228
226	2	0	228
205	11	12	228
226	2	0	228
119	109	0	228
198	20	10	228
224	2	2	228
168	60	0	228
57	171	0	228
226	2	0	228
224	2	2	228
187	41	0	228
213	5	10	228
89	131	8	228
112	114	2	228
188	40	0	228
218	8	2	228
186	42	0	228
93	131	4	228
219	9	0	228
224	2	2	228
225	3	0	228
205	13	10	228
171	57	0	228
188	40	0	228
216	12	0	228
225	3	0	228
190	38	0	228
99	123	6	228
180	38	10	228
202	14	12	228
188	40	0	228
39	189	0	228
209	9	10	228
199	19	10	228
84	144	0	228
203	19	6	228
21	203	4	228
183	33	12	228
180	40	8	228
222	6	0	228
201	27	0	228
201	27	0	228
217	3	8	228
216	2	10	228
209	17	2	228
226	2	0	228
143	83	2	228
221	7	0	228
55	173	0	228
26	202	0	228
213	11	4	228
222	2	4	228
15	213	0	228
221	3	4	228
215	3	10	228
210	18	0	228
223	5	0	228
220	8	0	228
215	13	0	228
178	50	0	228
138	88	2	228
208	8	12	228
211	15	2	228
148	78	2	228
202	26	0	228
223	5	0	228
132	94	2	228
218	6	4	228
4	224	0	228
26	202	0	228
206	22	0	228
62	166	0	228
217	11	0	228
72	152	4	228
146	82	0	228
160	68	0	228
100	124	4	228
221	3	4	228
207	9	12	228
194	34	0	228
220	8	0	228
220	8	0	228
133	95	0	228
141	85	2	228
68	150	10	228
33	191	4	228
221	7	0	228
200	24	4	228
205	21	2	228
207	21	0	228
223	5	0	228
226	2	0	228
42	182	4	228
220	8	0	228
44	184	0	228
129	95	4	228
224	4	0	228
219	7	2	228
101	127	0	228
54	174	0	228
226	2	0	228
214	4	10	228
131	91	6	228
213	5	10	228
91	131	6	228
208	20	0	228
164	64	0	228
222	6	0	228
99	129	0	228
207	11	10	228
149	79	0	228
32	196	0	228
32	190	6	228
225	3	0	228
218	2	8	228
209	17	2	228
190	38	0	228
194	32	2	228
183	43	2	228
168	58	2	228
4	224	0	228
226	2	0	228
226	2	0	228
222	6	0	228
136	80	12	228
219	9	0	228
224	4	0	228
223	5	0	228
115	109	4	228
179	43	6	228
180	48	0	228
180	48	0	228
224	2	2	228
179	47	2	228
174	50	4	228
179	47	2	228
94	132	2	228
215	3	10	228
120	96	12	228
218	2	8	228
222	2	4	228
6	222	0	228
133	95	0	228
206	22	0	228
225	3	0	228
209	17	2	228
221	7	0	228
218	8	2	228
221	5	2	228
222	6	0	228
5	223	0	228
223	5	0	228
132	94	2	228
216	2	10	228
224	2	2	228
38	190	0	228
220	2	6	228
218	10	0	228
69	159	0	228
199	29	0	228
220	8	0	228
6	222	0	228
154	70	4	228
219	9	0	228
214	8	6	228
185	37	6	228
61	159	8	228
198	30	0	228
50	174	4	228
209	7	12	228
192	36	0	228
196	32	0	228
35	193	0	228
222	4	2	228
145	79	4	228
191	25	12	228
179	49	0	228
179	49	0	228
173	47	8	228
140	82	6	228
78	150	0	228
207	11	10	228
223	5	0	228
222	6	0	228
195	31	2	228
37	185	6	228
61	167	0	228
162	66	0	228
4	224	0	228
224	4	0	228
222	6	0	228
122	94	12	228
224	2	2	228
215	13	0	228
225	3	0	228
226	2	0	228
6	220	2	228
197	31	0	228
58	170	0	228
220	2	6	228
216	2	10	228
217	3	8	228
226	2	0	228
226	2	0	228
205	23	0	228
226	2	0	228
217	11	0	228
225	3	0	228
217	11	0	228
226	2	0	228
226	2	0	228
140	88	0	228
226	2	0	228
11	213	4	228
190	38	0	228
202	26	0	228
8	220	0	228
159	67	2	228
224	4	0	228
127	101	0	228
75	141	12	228
179	47	2	228
77	151	0	228
201	27	0	228
223	5	0	228
218	2	8	228
30	190	8	228
179	49	0	228
222	2	4	228
221	7	0	228
2	226	0	228
214	2	12	228
34	194	0	228
217	3	8	228
181	39	8	228
141	85	2	228
212	16	0	228
28	200	0	228
216	12	0	228
210	18	0	228
58	168	2	228
194	34	0	228
91	131	6	228
222	6	0	228
211	17	0	228
99	123	6	228
209	15	4	228
218	2	8	228
220	8	0	228
211	13	4	228
217	11	0	228
198	24	6	228
38	186	4	228
80	136	12	228
219	9	0	228
192	36	0	228
205	23	0	228
59	165	4	228
188	40	0	228
127	97	4	228
226	2	0	228
196	32	0	228
192	30	6	228
226	2	0	228
207	21	0	228
180	40	8	228
140	84	4	228
33	193	2	228
221	5	2	228
30	198	0	228
131	91	6	228
224	4	0	228
220	8	0	228
225	3	0	228
215	11	2	228
185	43	0	228
218	2	8	228
213	3	12	228
154	68	6	228
167	57	4	228
120	106	2	228
117	99	12	228
79	149	0	228
176	52	0	228
220	6	2	228
158	66	4	228
215	5	8	228
103	125	0	228
100	128	0	228
165	51	12	228
72	154	2	228
5	223	0	228
175	53	0	228
128	96	4	228
157	71	0	228
224	2	2	228
222	6	0	228
133	95	0	228
216	12	0	228
223	5	0	228
224	2	2	228
226	2	0	228
226	2	0	228
143	85	0	228
226	2	0	228
216	12	0	228
3	225	0	228
226	2	0	228
196	24	8	228
151	77	0	228
222	4	2	228
183	45	0	228
187	41	0	228
220	6	2	228
193	35	0	228
218	4	6	228
96	122	10	228
108	120	0	228
192	34	2	228
226	2	0	228
178	50	0	228
46	182	0	228
226	2	0	228
146	82	0	228
224	2	2	228
67	159	2	228
209	7	12	228
223	3	2	228
226	2	0	228
156	60	12	228
86	142	0	228
217	9	2	228
222	4	2	228
226	2	0	228
224	2	2	228
220	2	6	228
159	69	0	228
6	222	0	228
217	11	0	228
221	5	2	228
6	222	0	228
95	133	0	228
221	5	2	228
171	47	10	228
212	6	10	228
209	19	0	228
221	5	2	228
218	2	8	228
219	3	6	228
219	9	0	228
222	6	0	228
88	134	6	228
40	188	0	228
26	200	2	228
103	115	10	228
209	17	2	228
225	3	0	228
113	115	0	228
213	9	6	228
184	44	0	228
222	6	0	228
204	22	2	228
115	103	10	228
214	14	0	228
34	186	8	228
225	3	0	228
212	6	10	228
81	147	0	228
191	37	0	228
226	2	0	228
18	202	8	228
179	49	0	228
225	3	0	228
121	107	0	228
121	107	0	228
207	19	2	228
214	14	0	228
81	147	0	228
221	7	0	228
78	146	4	228
187	41	0	228
203	25	0	228
206	14	8	228
182	46	0	228
95	125	8	228
214	14	0	228
210	14	4	228
218	2	8	228
211	17	0	228
219	9	0	228
225	3	0	228
122	104	2	228
226	2	0	228
81	147	0	228
211	17	0	228
137	89	2	228
202	20	6	228
212	6	10	228
137	91	0	228
165	63	0	228
29	199	0	228
187	35	6	228
186	42	0	228
162	66	0	228
212	4	12	228
196	20	12	228
212	4	12	228
24	204	0	228
221	7	0	228
226	2	0	228
219	5	4	228
198	30	0	228
205	21	2	228
36	186	6	228
3	225	0	228
201	27	0	228
193	23	12	228
197	29	2	228
220	8	0	228
208	20	0	228
149	79	0	228
204	22	2	228
219	9	0	228
218	10	0	228
224	2	2	228
221	7	0	228
222	6	0	228
225	3	0	228
214	14	0	228
188	34	6	228
190	38	0	228
224	4	0	228
223	3	2	228
210	6	12	228
74	154	0	228
87	137	4	228
2	226	0	228
214	14	0	228
97	125	6	228
214	14	0	228
212	4	12	228
209	17	2	228
180	42	6	228
221	7	0	228
47	169	12	228
206	12	10	228
219	9	0	228
226	2	0	228
212	16	0	228
11	209	8	228
208	20	0	228
34	192	2	228
16	208	4	228
36	186	6	228
211	17	0	228
217	3	8	228
14	214	0	228
205	19	4	228
4	224	0	228
208	14	6	228
223	3	2	228
175	53	0	228
48	180	0	228
205	23	0	228
73	149	6	228
40	188	0	228
226	2	0	228
209	13	6	228
212	8	8	228
216	2	10	228
226	2	0	228
225	3	0	228
218	10	0	228
7	221	0	228
37	191	0	228
213	13	2	228
43	185	0	228
210	18	0	228
33	195	0	228
226	2	0	228
223	3	2	228
108	118	2	228
224	2	2	228
215	7	6	228
190	32	6	228
219	9	0	228
111	117	0	228
69	153	6	228
211	17	0	228
222	6	0	228
222	6	0	228
222	6	0	228
58	168	2	228
63	165	0	228
224	2	2	228
218	10	0	228
203	25	0	228
185	37	6	228
72	156	0	228
223	5	0	228
223	5	0	228
209	19	0	228
170	58	0	228
159	69	0	228
139	89	0	228
225	3	0	228
210	6	12	228
196	30	2	228
217	11	0	228
226	2	0	228
155	73	0	228
36	192	0	228
66	162	0	228
154	74	0	228
221	5	2	228
149	79	0	228
210	18	0	228
193	33	2	228
207	19	2	228
63	161	4	228
165	63	0	228
47	171	10	228
182	46	0	228
219	3	6	228
222	6	0	228
186	40	2	228
223	5	0	228
186	38	4	228
198	18	12	228
217	3	8	228
191	35	2	228
221	7	0	228
207	21	0	228
179	45	4	228
180	48	0	228
3	219	6	228
3	223	2	228
3	225	0	228
2	220	6	228
5	223	0	228
45	183	0	228
59	169	0	228
222	6	0	228
219	7	2	228
224	4	0	228
218	2	8	228
202	18	8	228
206	22	0	228
220	6	2	228
220	2	6	228
132	96	0	228
222	2	4	228
103	123	2	228
204	18	6	228
216	2	10	228
59	169	0	228
187	41	0	228
174	50	4	228
170	54	4	228
6	222	0	228
216	2	10	228
217	7	4	228
223	5	0	228
6	222	0	228
117	107	4	228
226	2	0	228
145	83	0	228
2	226	0	228
20	208	0	228
153	73	2	228
194	34	0	228
120	106	2	228
219	5	4	228
218	10	0	228
220	8	0	228
101	127	0	228
175	43	10	228
149	67	12	228
181	39	8	228
189	39	0	228
24	204	0	228
215	13	0	228
201	21	6	228
183	35	10	228
222	4	2	228
216	12	0	228
225	3	0	228
216	2	10	228
221	7	0	228
155	73	0	228
220	6	2	228
214	4	10	228
178	50	0	228
199	25	4	228
203	25	0	228
199	25	4	228
224	4	0	228
222	6	0	228
220	8	0	228
178	46	4	228
226	2	0	228
216	6	6	228
124	104	0	228
194	34	0	228
195	33	0	228
226	2	0	228
203	15	10	228
5	223	0	228
191	37	0	228
224	2	2	228
194	32	2	228
218	6	4	228
150	78	0	228
49	179	0	228
149	75	4	228
29	195	4	228
204	22	2	228
219	9	0	228
8	218	2	228
226	2	0	228
109	115	4	228
110	118	0	228
126	102	0	228
211	15	2	228
21	207	0	228
137	91	0	228
168	48	12	228
183	45	0	228
215	11	2	228
183	45	0	228
207	21	0	228
183	45	0	228
132	94	2	228
182	46	0	228
226	2	0	228
93	135	0	228
219	3	6	228
109	119	0	228
82	138	8	228
203	25	0	228
144	84	0	228
192	24	12	228
144	84	0	228
223	5	0	228
212	4	12	228
82	146	0	228
95	131	2	228
95	133	0	228
96	132	0	228
220	8	0	228
216	8	4	228
224	2	2	228
93	135	0	228
146	82	0	228
79	145	4	228
93	135	0	228
177	51	0	228
204	24	0	228
8	214	6	228
55	171	2	228
118	110	0	228
115	113	0	228
214	8	6	228
221	7	0	228
226	2	0	228
179	47	2	228
220	6	2	228
206	22	0	228
196	32	0	228
144	74	10	228
16	212	0	228
215	5	8	228
158	70	0	228
158	70	0	228
214	2	12	228
195	27	6	228
212	16	0	228
133	95	0	228
161	67	0	228
157	69	2	228
226	2	0	228
164	64	0	228
222	2	4	228
221	5	2	228
60	168	0	228
214	12	2	228
222	6	0	228
215	13	0	228
101	125	2	228
192	30	6	228
205	23	0	228
217	9	2	228
40	186	2	228
221	5	2	228
182	46	0	228
58	170	0	228
183	39	6	228
7	211	10	228
209	7	12	228
43	185	0	228
165	59	4	228
211	17	0	228
188	40	0	228
100	128	0	228
224	4	0	228
222	6	0	228
197	31	0	228
193	23	12	228
139	89	0	228
206	22	0	228
221	7	0	228
218	2	8	228
215	13	0	228
184	44	0	228
106	122	0	228
219	9	0	228
143	85	0	228
219	3	6	228
67	161	0	228
214	12	2	228
217	9	2	228
96	132	0	228
218	4	6	228
195	33	0	228
215	3	10	228
225	3	0	228
46	180	2	228
88	140	0	228
169	59	0	228
222	2	4	228
197	23	8	228
104	118	6	228
161	67	0	228
206	20	2	228
195	31	2	228
202	26	0	228
226	2	0	228
209	7	12	228
220	8	0	228
207	21	0	228
213	5	10	228
10	206	12	228
109	117	2	228
210	18	0	228
215	13	0	228
220	8	0	228
215	13	0	228
216	4	8	228
132	86	10	228
217	11	0	228
219	9	0	228
192	36	0	228
223	3	2	228
208	16	4	228
220	8	0	228
215	5	8	228
172	54	2	228
130	90	8	228
57	167	4	228
216	10	2	228
195	33	0	228
152	70	6	228
182	46	0	228
121	105	2	228
214	14	0	228
214	14	0	228
226	2	0	228
218	2	8	228
207	21	0	228
226	2	0	228
20	208	0	228
121	107	0	228
152	74	2	228
224	2	2	228
209	7	12	228
74	148	6	228
201	17	10	228
157	71	0	228
84	144	0	228
226	2	0	228
201	15	12	228
100	128	0	228
225	3	0	228
221	3	4	228
222	6	0	228
219	9	0	228
57	171	0	228
57	163	8	228
214	14	0	228
201	15	12	228
212	16	0	228
44	182	2	228
178	50	0	228
208	14	6	228
207	19	2	228
191	37	0	228
219	9	0	228
197	29	2	228
104	122	2	228
211	7	10	228
216	6	6	228
92	134	2	228
123	97	8	228
146	82	0	228
208	20	0	228
166	62	0	228
209	19	0	228
122	104	2	228
55	169	4	228
23	193	12	228
203	23	2	228
50	166	12	228
181	47	0	228
214	2	12	228
217	11	0	228
226	2	0	228
222	6	0	228
202	26	0	228
187	39	2	228
39	189	0	228
128	94	6	228
86	136	6	228
213	3	12	228
152	76	0	228
224	2	2	228
216	2	10	228
155	69	4	228
225	3	0	228
149	79	0	228
97	131	0	228
177	51	0	228
62	162	4	228
211	17	0	228
226	2	0	228
67	155	6	228
132	92	4	228
221	5	2	228
128	98	2	228
85	133	10	228
222	6	0	228
192	36	0	228
17	211	0	228
92	136	0	228
90	136	2	228
215	7	6	228
218	10	0	228
224	4	0	228
92	134	2	228
92	136	0	228
125	103	0	228
155	65	8	228
23	205	0	228
84	134	10	228
201	27	0	228
211	17	0	228
156	70	2	228
90	130	8	228
197	19	12	228
84	134	10	228
132	96	0	228
146	80	2	228
177	47	4	228
200	24	4	228
185	43	0	228
221	7	0	228
28	200	0	228
212	16	0	228
192	24	12	228
217	11	0	228
122	106	0	228
221	7	0	228
226	2	0	228
179	39	10	228
222	4	2	228
206	20	2	228
143	85	0	228
143	85	0	228
207	21	0	228
207	21	0	228
115	107	6	228
44	184	0	228
221	7	0	228
217	3	8	228
226	2	0	228
67	161	0	228
162	62	4	228
145	81	2	228
195	25	8	228
5	223	0	228
224	2	2	228
196	32	0	228
117	109	2	228
221	5	2	228
50	174	4	228
202	16	10	228
215	13	0	228
215	13	0	228
213	15	0	228
226	2	0	228
151	77	0	228
213	11	4	228
57	169	2	228
205	23	0	228
205	23	0	228
223	3	2	228
212	14	2	228
111	117	0	228
226	2	0	228
207	21	0	228
7	221	0	228
224	4	0	228
216	4	8	228
224	4	0	228
138	90	0	228
222	4	2	228
226	2	0	228
107	117	4	228
226	2	0	228
6	222	0	228
226	2	0	228
204	14	10	228
182	44	2	228
139	77	12	228
64	164	0	228
65	161	2	228
215	3	10	228
204	20	4	228
88	138	2	228
54	174	0	228
9	213	6	228
224	4	0	228
167	57	4	228
211	17	0	228
133	95	0	228
201	15	12	228
5	223	0	228
192	36	0	228
220	2	6	228
222	6	0	228
221	7	0	228
204	24	0	228
221	5	2	228
32	194	2	228
196	32	0	228
138	88	2	228
156	66	6	228
59	169	0	228
211	11	6	228
5	223	0	228
223	5	0	228
220	2	6	228
197	31	0	228
224	4	0	228
186	38	4	228
115	113	0	228
105	123	0	228
220	6	2	228
8	220	0	228
125	103	0	228
188	40	0	228
202	24	2	228
201	21	6	228
168	58	2	228
211	5	12	228
208	12	8	228
220	2	6	228
220	8	0	228
138	80	10	228
217	7	4	228
33	195	0	228
181	47	0	228
181	45	2	228
178	48	2	228
150	74	4	228
180	48	0	228
220	4	4	228
223	3	2	228
32	188	8	228
75	147	6	228
195	33	0	228
204	22	2	228
226	2	0	228
219	9	0	228
199	19	10	228
223	5	0	228
217	3	8	228
97	131	0	228
226	2	0	228
29	199	0	228
182	40	6	228
74	144	10	228
214	2	12	228
224	4	0	228
224	4	0	228
197	31	0	228
226	2	0	228
211	15	2	228
61	165	2	228
134	90	4	228
225	3	0	228
224	2	2	228
63	161	4	228
75	153	0	228
72	146	10	228
216	8	4	228
200	28	0	228
65	151	12	228
104	124	0	228
224	4	0	228
196	30	2	228
171	57	0	228
215	9	4	228
216	6	6	228
156	72	0	228
213	3	12	228
39	189	0	228
2	226	0	228
177	49	2	228
221	5	2	228
119	109	0	228
156	72	0	228
106	122	0	228
165	63	0	228
226	2	0	228
194	26	8	228
77	145	6	228
220	8	0	228
218	10	0	228
169	59	0	228
213	3	12	228
175	49	4	228
221	7	0	228
221	3	4	228
220	4	4	228
218	8	2	228
219	9	0	228
217	7	4	228
215	5	8	228
219	5	4	228
71	157	0	228
171	53	4	228
219	9	0	228
116	110	2	228
186	42	0	228
215	11	2	228
224	4	0	228
160	68	0	228
213	15	0	228
90	138	0	228
214	2	12	228
214	2	12	228
212	16	0	228
198	30	0	228
43	173	12	228
226	2	0	228
223	5	0	228
226	2	0	228
211	7	10	228
108	120	0	228
202	20	6	228
169	57	2	228
226	2	0	228
226	2	0	228
70	158	0	228
217	3	8	228
131	91	6	228
96	132	0	228
183	43	2	228
225	3	0	228
185	37	6	228
164	60	4	228
181	47	0	228
179	47	2	228
109	119	0	228
218	10	0	228
187	35	6	228
139	83	6	228
14	212	2	228
219	3	6	228
220	8	0	228
165	63	0	228
214	6	8	228
95	133	0	228
223	5	0	228
204	16	8	228
214	14	0	228
220	2	6	228
204	24	0	228
149	79	0	228
181	47	0	228
123	105	0	228
122	96	10	228
218	10	0	228
225	3	0	228
189	39	0	228
225	3	0	228
225	3	0	228
219	3	6	228
197	19	12	228
84	136	8	228
225	3	0	228
193	35	0	228
207	11	10	228
219	7	2	228
224	4	0	228
183	33	12	228
82	146	0	228
215	9	4	228
207	9	12	228
219	9	0	228
223	5	0	228
217	11	0	228
205	11	12	228
216	12	0	228
134	94	0	228
201	27	0	228
193	27	8	228
201	27	0	228
225	3	0	228
179	39	10	228
201	21	6	228
157	69	2	228
205	13	10	228
191	37	0	228
211	15	2	228
213	15	0	228
162	66	0	228
169	57	2	228
217	11	0	228
191	37	0	228
183	45	0	228
82	136	10	228
211	17	0	228
217	11	0	228
217	11	0	228
174	52	2	228
219	9	0	228
116	112	0	228
217	9	2	228
172	56	0	228
170	54	4	228
219	9	0	228
219	9	0	228
206	20	2	228
210	18	0	228
177	51	0	228
191	37	0	228
218	8	2	228
210	18	0	228
206	22	0	228
207	11	10	228
185	35	8	228
92	136	0	228
180	48	0	228
219	9	0	228
194	34	0	228
213	5	10	228
210	18	0	228
26	202	0	228
223	5	0	228
2	218	8	228
220	8	0	228
212	6	10	228
198	28	2	228
129	97	2	228
218	8	2	228
215	9	4	228
218	8	2	228
220	8	0	228
215	13	0	228
212	8	8	228
98	124	6	228
177	51	0	228
189	39	0	228
181	37	10	228
205	23	0	228
225	3	0	228
177	49	2	228
217	9	2	228
183	45	0	228
205	23	0	228
220	2	6	228
216	2	10	228
165	63	0	228
222	6	0	228
223	5	0	228
86	142	0	228
79	139	10	228
223	3	2	228
217	9	2	228
214	14	0	228
197	23	8	228
119	109	0	228
141	83	4	228
114	102	12	228
157	71	0	228
101	127	0	228
99	123	6	228
48	172	8	228
222	6	0	228
28	200	0	228
207	19	2	228
221	3	4	228
205	19	4	228
85	139	4	228
222	2	4	228
204	24	0	228
219	9	0	228
146	82	0	228
203	23	2	228
226	2	0	228
217	11	0	228
223	5	0	228
111	105	12	228
225	3	0	228
199	29	0	228
170	58	0	228
188	36	4	228
145	83	0	228
218	10	0	228
196	24	8	228
198	30	0	228
205	23	0	228
183	41	4	228
123	99	6	228
212	6	10	228
220	8	0	228
223	5	0	228
217	5	6	228
220	4	4	228
172	56	0	228
178	48	2	228
199	29	0	228
131	97	0	228
220	2	6	228
205	23	0	228
193	23	12	228
187	41	0	228
212	16	0	228
62	164	2	228
189	27	12	228
219	9	0	228
136	92	0	228
186	42	0	228
221	7	0	228
218	10	0	228
116	108	4	228
225	3	0	228
210	18	0	228
162	64	2	228
183	45	0	228
205	23	0	228
221	7	0	228
222	4	2	228
29	199	0	228
198	24	6	228
224	2	2	228
14	212	2	228
214	14	0	228
28	200	0	228
31	191	6	228
132	90	6	228
76	150	2	228
225	3	0	228
27	201	0	228
188	40	0	228
222	6	0	228
214	10	4	228
92	136	0	228
216	10	2	228
224	4	0	228
102	124	2	228
205	21	2	228
219	9	0	228
213	15	0	228
152	76	0	228
212	10	6	228
152	76	0	228
119	99	10	228
138	90	0	228
167	61	0	228
68	158	2	228
150	72	6	228
25	203	0	228
165	63	0	228
182	46	0	228
213	13	2	228
53	173	2	228
54	174	0	228
172	54	2	228
9	209	10	228
109	119	0	228
70	154	4	228
224	2	2	228
